task_id,microservice_id,instructions,bytes,dependencies,storage_req,status,arrival_time,start_time,latency,wait_time,service_time,response_time,spin_up_delay,end_time,deadline,assigned_resource,nearest_resource,resource_IPT,resource_storage
70,209,1893.954278,643.7963284,,20.43370014,completed,6210,6313.53344960672,103.53344960672001,0,17.217766163636362,224.28466537707573,0.0,6330.751215770356,6374,Edge_cloud(0),Edge_cloud(3),110,64
70,210,607.8199598,305.4505632,"208,209",25.85473541,completed,6210,6330.753425370356,49.12745056255999,71.62597480779613,0.2095930895862069,170.09046902250248,6330.753425370356,6330.963018459943,6374,Edge_cloud(2),Edge_cloud(3),2900,32
70,211,3541.786293,247.9785648,"209,208,210",49.79643448,completed,6210,6330.965552059943,39.88595321984,81.07959884010265,1.2213056182758621,162.07281089805838,6330.965552059943,6332.186857678218,6374,Edge_cloud(1),Edge_cloud(3),2900,64
70,212,1567.342847,318.7800892,"208,210",9.751787557,completed,6210,6330.963018459943,51.270838343360005,69.69218011658276,0.5404630506896552,172.7743198539929,6330.963018459943,6331.503481510633,6374,Edge_cloud(2),Edge_cloud(3),2900,32
71,213,1417.398873,263.4870895,,49.13876459,completed,6360,6444.40586864,84.40586864,3.410605131648481e-13,0.028347977460000003,168.8400852574605,0.0,6444.43421661746,6535,CentralCloud(4),Edge_cloud(1),50000,1000000
71,214,4990.089532,40.48214916,213,19.43133943,completed,6360,6444.71981661746,6.520529584927999,78.19928703253231,45.36445029090909,136.60479649329773,6444.71981661746,6490.0842669083695,6535,Edge_cloud(0),Edge_cloud(1),110,64
71,215,4304.880733,971.817712,"214,213",10.81570382,completed,6360,6516.2792880896,156.2792880896,4.263256414560601e-13,1.4844416320689655,314.04301781127015,6490.08646530837,6517.76372972167,6535,Edge_cloud(2),Edge_cloud(1),2900,32
71,216,2098.89531,228.5380336,"214,213,215",21.29134502,completed,6360,6518.10628972167,73.22217075200001,84.88411896966977,0.0419779062,231.3704383798704,6518.10628972167,6518.14826762787,6535,CentralCloud(4),Edge_cloud(1),50000,1000000
72,217,4903.279918,736.689465,,31.08576108,completed,6480,6598.4706659720005,118.47066597200002,4.405364961712621e-13,1.3252107886486486,238.2665427326492,0.0,6599.795876760649,6626,Edge_cloud(3),Edge_cloud(0),3700,64
72,218,3285.554795,764.9704307,217,11.4613723,completed,6480,6603.01824525656,123.01824525656,0,1.1329499293103449,247.16944044242973,6599.798290360649,6604.15119518587,6626,Edge_cloud(2),Edge_cloud(0),2900,32
73,219,3735.910014,929.964824,,15.28051508,rejected,6540,,0,0,0,0,0,,6656,,Edge_cloud(2),,
74,220,254.4139111,40.24396252,,42.87277859,completed,6570,6582.9680680064,12.9680680064,2.4513724383723456e-13,0.005088278222,25.94122429102208,0.0,6582.973156284622,6717,CentralCloud(4),Edge_cloud(2),50000,1000000
74,221,695.8657708,873.3278551,220,49.95146362,completed,6570,6710.44211910008,140.44211910008,1.7053025658242404e-13,6.326052461818182,287.21029066197843,6583.253956284622,6716.768171561898,6717,Edge_cloud(0),Edge_cloud(2),110,64
74,222,3202.11712,531.953919,"221,220",16.59046188,rejected,6570,,0,0,0,0,6710.682072814149,,6717,,Edge_cloud(2),,
75,223,4505.217515,636.2186689,,8.293983394,completed,6660,6762.31496195912,102.31496195912001,3.979039320256561e-13,1.5535232810344828,206.18344719927518,0.0,6763.868485240155,6847,Edge_cloud(2),Edge_cloud(2),2900,32
75,224,3156.344258,648.0255743,,39.86537018,completed,6660,6764.21351234744,104.21351234744,0,0.8530660156756757,209.28009071055567,0.0,6765.066578363116,6847,Edge_cloud(3),Edge_cloud(2),3700,64
75,225,756.7219822,821.5998269,"224,223",30.42232868,completed,6660,6792.12425216552,132.12425216551998,3.979039320256561e-13,0.20451945464864862,264.45302378568977,6765.066578363116,6792.328771620169,6847,Edge_cloud(3),Edge_cloud(2),3700,64
75,226,667.2242266,340.0732489,"225,224,223",5.919656025,completed,6660,6792.328771620169,54.69477842312,77.63399319704939,0.18033087205405404,187.20388091534278,6792.328771620169,6792.509102492223,6847,Edge_cloud(3),Edge_cloud(2),3700,64
76,227,4236.51089,735.720678,,47.39180259,completed,6780,6898.3148850224,118.3148850224,0,38.51373536363636,275.1435054084359,0.0,6936.828620386036,6939,Edge_cloud(0),Edge_cloud(2),110,64
76,228,782.5814597,533.2923286,227,4.824426892,completed,6780,6936.831036386036,85.76440643888,71.06662994715643,0.2698556757586207,242.86529850067473,6936.831036386036,6937.100892061795,6939,Edge_cloud(2),Edge_cloud(2),2900,32
76,229,2649.136606,795.4600742,"227,228",31.64246368,completed,6780,6937.100892061795,127.92097993136001,29.179912130435085,0.9134953813793103,285.9353673745345,6937.100892061795,6938.014387443174,6939,Edge_cloud(2),Edge_cloud(2),2900,32
76,230,281.8552678,990.6405724,"227,229",21.77292554,rejected,6780,,0,0,0,0,0,,6939,,Edge_cloud(2),,
76,231,495.2818602,208.6445072,,28.27457199,completed,6780,6813.56103675776,33.56103675776,1.2079226507921703e-13,0.17078684834482757,67.29286036386475,0.0,6813.731823606105,6939,Edge_cloud(2),Edge_cloud(2),2900,32
77,232,3394.506511,994.7021551,,11.44749559,rejected,6930,,0,0,0,0,0,,7079,,Edge_cloud(0),,
77,233,3476.988911,98.91403274,,34.71740956,completed,6930,6945.916376464592,15.916376464591998,0,0.9397267327027027,32.77247966188679,0.0,6946.856103197295,7079,Edge_cloud(3),Edge_cloud(0),3700,64
77,234,1773.200092,12.29437243,,48.02626477,completed,6930,6934.0241991776,4.0241991776,1.6697754290362354e-13,0.03546400184,8.083862357040744,0.0,6934.059663179441,7079,CentralCloud(4),Edge_cloud(0),50000,1000000
78,235,1156.48785,53.72031682,,23.46286783,completed,7020,7028.649226944656,8.649226944656,2.2026824808563106e-13,10.513525909090909,27.811979798403627,0.0,7039.162752853747,7163,Edge_cloud(0),Edge_cloud(3),110,64
78,236,4087.180327,348.3645807,235,26.6249556,completed,7020,7076.02802457656,56.02802457655999,0,1.409372526551724,113.46542167967164,7039.165228053747,7077.437397103112,7163,Edge_cloud(1),Edge_cloud(3),2900,64
78,237,1163.805824,636.5772674,235,12.75077186,completed,7020,7122.37262459792,102.37262459792,0,0.40131235310344826,205.14656154894237,7039.165108853747,7122.773936951023,7163,Edge_cloud(2),Edge_cloud(3),2900,32
79,238,2755.932641,78.33924548,,44.7015312,completed,7110,7122.607950673184,12.607950673184,0,0.7448466597297297,25.960748006097674,0.0,7123.352797332914,7268,Edge_cloud(3),Edge_cloud(2),3700,64
79,239,4844.22332,15.60915638,238,48.58754585,completed,7110,7123.612157332914,5.0849300416,8.52722729131374,0.09688446640000001,18.79397184091431,7123.612157332914,7123.709041799314,7268,CentralCloud(4),Edge_cloud(2),50000,1000000
79,240,824.4769455,937.7201182,238,39.52854737,completed,7110,7260.79639500656,150.79639500656,0,0.2228316068918919,301.81562162001137,7123.352797332914,7261.019226613452,7268,Edge_cloud(3),Edge_cloud(2),3700,64
79,241,4710.293711,823.7073696,239,27.59590161,completed,7110,7242.46314503168,132.46314503167997,1.7053025658242404e-13,1.6242392106896553,266.55052927404995,7124.086641799314,7244.08738424237,7268,Edge_cloud(2),Edge_cloud(2),2900,32
79,242,996.17596,811.0913394,"239,238,241",47.8830444,completed,7110,7244.08953064237,130.43448737552,3.6550432668499298,9.05614509090909,273.58016310879884,7244.08953064237,7253.145675733279,7268,Edge_cloud(0),Edge_cloud(2),110,64
80,243,2880.471719,885.5800327,,8.538652713,completed,7260,7402.4122692581595,142.41226925815997,0,0.9932661100000001,285.81780462631923,0.0,7403.40553536816,7419,Edge_cloud(2),Edge_cloud(3),2900,32
80,244,1947.337789,703.03393,243,24.44605213,completed,7260,7403.40553536816,113.05885594400002,30.346679424159674,0.6714957893103448,257.13588710146996,7403.40553536816,7404.07703115747,7419,Edge_cloud(2),Edge_cloud(3),2900,32
80,245,4828.150147,113.3600885,244,27.34267963,completed,7260,7404.36583115747,36.36522832,108.00060283746998,0.09656300294,180.82762248040945,7404.36583115747,7404.4623941604095,7419,CentralCloud(4),Edge_cloud(3),50000,1000000
80,246,1440.355942,405.1091862,,25.10390457,completed,7260,7325.15255714096,65.15255714096,1.9895196601282805e-13,13.094144927272726,143.39925920919268,0.0,7338.2467020682325,7419,Edge_cloud(0),Edge_cloud(3),110,64
80,247,2058.32421,725.9179916,"243,244,246",40.31849607,completed,7260,7404.07943995747,116.73861304928002,27.34082690818971,0.5563038405405406,261.3743568472901,7404.07943995747,7404.6357437980105,7419,Edge_cloud(3),Edge_cloud(3),3700,64
81,248,4916.014577,287.5311162,,33.84974166,completed,7410,7502.099957184,92.099957184,2.2737367544323206e-13,0.09832029154,184.29823465954087,0.0,7502.198277475541,7560,CentralCloud(4),Edge_cloud(2),50000,1000000
81,249,2728.704917,690.5323005,248,7.20626483,completed,7410,7521.0485939204,111.04859392040001,0,0.7374878154054054,222.83467565620504,7502.58275747554,7521.786081735805,7560,Edge_cloud(3),Edge_cloud(2),3700,64
81,250,2562.887567,34.25346378,,17.97611406,completed,7410,7421.0511084096,11.0511084096,0,0.051257751340000005,22.1534745705394,0.0,7421.10236616094,7560,CentralCloud(4),Edge_cloud(2),50000,1000000
82,251,1363.114592,313.0759675,,17.61476557,completed,7500,7550.353615574,50.353615573999996,2.913225216616411e-13,12.391950836363636,113.0991819843639,0.0,7562.745566410364,7650,Edge_cloud(0),Edge_cloud(0),110,64
82,252,3536.681446,553.6390329,,28.71597745,completed,7500,7589.03615649032,89.03615649032,0,1.2195453262068965,179.29185830684582,0.0,7590.255701816526,7650,Edge_cloud(1),Edge_cloud(0),2900,64
82,253,170.4274637,635.7689312,"251,252",15.28146247,completed,7500,7602.24264413696,102.24264413696,0,1.5493405790909092,206.03462885301087,7590.258097816526,7603.791984716051,7650,Edge_cloud(0),Edge_cloud(0),110,64
83,254,342.6118855,581.2702578,,6.746316708,completed,7590,7683.47925745424,93.47925745424,0,0.0925978068918919,187.05111271537135,0.0,7683.5718552611315,7722,Edge_cloud(3),Edge_cloud(0),3700,64
83,255,3036.857077,700.7787133,,33.03045062,rejected,7590,,0,0,0,0,0.0,,7722,,Edge_cloud(0),,
84,256,1774.205412,16.02786076,,42.70080999,completed,7650,7652.588280010208,2.5882800102079995,1.0969003483296547e-13,16.12914010909091,21.305700129507386,0.0,7668.717420119299,7812,Edge_cloud(0),Edge_cloud(3),110,64
84,257,4771.250224,109.931788,,46.64879668,completed,7650,7685.26817216,35.268172160000006,1.7053025658242404e-13,0.09542500448,70.63176932448005,0.0,7685.36359716448,7812,CentralCloud(4),Edge_cloud(3),50000,1000000
84,258,4525.634385,870.2548098,257,48.65634247,rejected,7650,,0,0,0,0,7685.74455716448,,7812,,Edge_cloud(3),,
84,259,3597.160668,684.9311576,,39.27472546,completed,7650,7760.14793014208,110.14793014208,4.405364961712621e-13,1.2404002303448276,221.53626051450556,0.0,7761.388330372425,7812,Edge_cloud(1),Edge_cloud(3),2900,64
85,260,4108.913348,121.8023263,,7.845418986,completed,7770,7809.066744416,39.066744416000006,0,0.08217826696,78.21566709895978,0.0,7809.14892268296,7920,CentralCloud(4),Edge_cloud(0),50000,1000000
85,261,3369.926063,843.653693,260,42.80247939,completed,7770,7905.6705138344,135.67051383439997,0,0.9107908278378378,272.2518184966366,7809.41772268296,7906.581304662237,7920,Edge_cloud(3),Edge_cloud(0),3700,64
85,262,715.3523033,249.8089056,"260,261",20.5980436,completed,7770,7906.583863862237,40.18027202048,96.40359184175719,0.24667320803448275,177.01080909075154,7906.583863862237,7906.830537070272,7920,Edge_cloud(2),Edge_cloud(0),2900,32
86,263,3851.162511,483.4772854,,36.76565438,completed,7860,7937.75414749232,77.75414749232002,2.842170943040401e-14,1.3279870727586207,156.83628205739842,0.0,7939.082134565078,7982,Edge_cloud(1),Edge_cloud(1),2900,64
86,264,1129.940647,153.7445478,263,27.03213224,completed,7860,7939.408534565078,49.288255296,30.120279269078296,0.022598812939999997,128.71938867401786,7939.408534565078,7939.431133378018,7982,CentralCloud(4),Edge_cloud(1),50000,1000000
87,265,1684.86999,713.0089559,,41.60170055,completed,7920,8034.66284010872,114.66284010872002,2.842170943040401e-14,0.45537026756756754,229.78105048500765,0.0,8035.118210376288,8092,Edge_cloud(3),Edge_cloud(0),3700,64
87,266,4114.247639,670.1858768,265,21.84978091,completed,7920,8035.120097576288,107.77688898944,7.343208586847666,37.402251263636366,260.29923782936385,8035.120097576288,8072.522348839924,8092,Edge_cloud(0),Edge_cloud(0),110,64
87,267,2728.975481,219.0013465,,4.027896726,completed,7920,7955.2264165172,35.2264165172,4.973799150320701e-14,0.9410260279310345,71.3938590623311,0.0,7956.167442545131,8092,Edge_cloud(2),Edge_cloud(0),2900,32
87,268,4313.709499,864.7667592,267,28.28436183,completed,7920,8059.06549487936,139.06549487936,0,1.4874860341379308,279.6184757928586,7956.167442545131,8060.552980913498,8092,Edge_cloud(2),Edge_cloud(0),2900,32
88,269,1143.873067,407.292964,,9.393237179,completed,8040,8170.42374848,130.42374848,0,0.02287746134,260.8703744213399,0.0,8170.446625941339,8176,CentralCloud(4),Edge_cloud(3),50000,1000000
88,270,3078.114349,299.5899402,269,48.31036399,completed,8040,8170.71270594134,48.18506238416,82.52764355717966,1.0614187410344826,179.95918706653356,8170.71270594134,8171.774124682374,8176,Edge_cloud(1),Edge_cloud(3),2900,64
88,271,510.5757655,160.8062936,269,26.82119023,completed,8040,8170.446625941339,51.548013952000005,78.89861198933933,0.01021151531,182.0048514086502,8170.446625941339,8170.45683745665,8176,CentralCloud(4),Edge_cloud(3),50000,1000000
89,272,3250.998868,273.5063324,,28.1243809,completed,8130,8173.99081824992,43.990818249920004,2.6290081223123707e-13,1.1210340924137931,89.10267059225407,0.0,8175.111852342334,8250,Edge_cloud(2),Edge_cloud(1),2900,32
89,273,3836.416785,31.80665201,272,45.45601993,completed,8130,8175.114048342334,5.125509643208,39.988538699126174,1.0368694013513513,51.276427386893374,8175.114048342334,8176.150917743686,8250,Edge_cloud(3),Edge_cloud(1),3700,64
90,274,2966.16138,587.4249175,,31.60467701,completed,8190,8284.468926734,94.46892673400001,0,0.8016652378378378,189.73951870583733,0.0,8285.270591971837,8359,Edge_cloud(3),Edge_cloud(3),3700,64
90,275,1404.534357,843.8084389,,15.83373948,completed,8190,8325.69539697512,135.69539697512,0,0.48432219206896554,271.8751161423079,0.0,8326.179719167189,8359,Edge_cloud(2),Edge_cloud(3),2900,32
90,276,253.5790774,553.4906449,274,15.50863623,completed,8190,8285.272630371837,89.01229569992,6.260334671917292,0.08744106117241379,184.37236713292987,8285.272630371837,8285.36007143301,8359,Edge_cloud(1),Edge_cloud(3),2900,64
90,277,685.2995314,227.0812223,,25.57735385,completed,8190,8262.755991136,72.755991136,3.694822225952521e-13,0.013705990627999999,145.52568826262905,0.0,8262.769697126629,8359,CentralCloud(4),Edge_cloud(3),50000,1000000
90,278,3149.284597,43.33248643,"277,274",43.46380322,completed,8190,8285.607711971837,13.956395657600002,81.65131631423749,0.06298569193999999,109.6270933213782,8285.607711971837,8285.670697663778,8359,CentralCloud(4),Edge_cloud(3),50000,1000000
91,279,4678.659063,222.4817925,,39.9417377,completed,8340,8375.786072234,35.786072233999995,0,1.6133307113793103,73.18547517937805,0.0,8377.399402945379,8499,Edge_cloud(1),Edge_cloud(1),2900,64
91,280,1112.018579,421.9602138,,48.17428872,completed,8340,8475.117268416,135.117268416,0,0.02224037158,270.25677720357817,0.0,8475.139508787579,8499,CentralCloud(4),Edge_cloud(1),50000,1000000
91,281,3701.628131,762.0153144,"280,279",4.52242002,completed,8340,8475.49230878758,122.54306255552,12.949246232059537,1.0004400354054055,259.03581137850415,8475.49230878758,8476.492748822984,8499,Edge_cloud(3),Edge_cloud(1),3700,64
91,282,4345.61021,195.964424,,14.14797738,completed,8340,8371.5220793792,31.5220793792,0,1.4984862793103448,64.54264503770901,0.0,8373.02056565851,8499,Edge_cloud(2),Edge_cloud(1),2900,32
92,283,2652.322674,722.5935388,,4.930177683,completed,8460,8576.20404103904,116.20404103904,1.4210854715202004e-14,0.9145940255172413,233.32267610359668,0.0,8577.118635064557,8612,Edge_cloud(2),Edge_cloud(0),2900,32
92,284,3379.4024,868.2641337,,37.8028805,completed,8460,8599.62787269896,139.62787269895998,3.694822225952521e-13,1.165311172413793,280.42105657033426,0.0,8600.793183871374,8612,Edge_cloud(1),Edge_cloud(0),2900,64
92,285,4093.575052,459.4073796,"284,283",7.900850768,completed,8460,8600.793183871374,73.88370663968,66.90947723169391,1.411577604137931,216.08846811519288,8600.793183871374,8602.204761475512,8612,Edge_cloud(1),Edge_cloud(0),2900,64
92,286,1377.308273,823.2176717,283,5.894429582,completed,8460,8592.38440160936,132.38440160936,7.958078640513122e-13,0.47493388724137936,265.2437371059623,8577.118635064557,8592.859335496601,8612,Edge_cloud(2),Edge_cloud(0),2900,32
93,287,1554.788804,559.1107746,,28.52193815,completed,8580,8669.91601255568,89.91601255568001,0,14.134443672727272,193.966468784085,0.0,8684.050456228406,8744,Edge_cloud(0),Edge_cloud(3),110,64
93,288,103.0748315,640.7199287,287,21.16275089,completed,8580,8684.052622628406,103.03876453496001,1.0138580934455064,0.035543045344827585,207.1269302087112,8684.052622628406,8684.088165673751,8744,Edge_cloud(1),Edge_cloud(3),2900,64
93,289,4819.161241,531.0156757,287,36.0399656,completed,8580,8684.052797828406,85.39832065256,18.654477175846253,1.3024760110810811,190.75359449204734,8684.052797828406,8685.355273839486,8744,Edge_cloud(3),Edge_cloud(3),3700,64
93,290,4595.969984,468.5409896,288,24.86375419,completed,8580,8684.088165673751,75.35239112768,28.73577454607107,1.5848172358620691,181.02537403729366,8684.088165673751,8685.672982909613,8744,Edge_cloud(1),Edge_cloud(3),2900,64
94,291,3846.384492,242.3069074,,21.8413952,completed,8700,8777.628210368,77.628210368,5.115907697472721e-13,0.07692768984000001,155.3333484258419,0.0,8777.705138057841,8840,CentralCloud(4),Edge_cloud(1),50000,1000000
94,292,487.4725028,310.1621189,,21.84952199,completed,8700,8799.341878048,99.34187804799998,5.968558980384842e-13,0.009749450056,198.69350554605626,0.0,8799.351627498056,8840,CentralCloud(4),Edge_cloud(1),50000,1000000
94,293,2292.76416,297.0704178,,43.72194264,completed,8700,8795.152533696,95.15253369599998,3.410605131648481e-13,0.045855283200000006,190.35092267520122,0.0,8795.1983889792,8840,CentralCloud(4),Edge_cloud(1),50000,1000000
95,294,599.2695945,567.6560416,,20.36605689,completed,8790,8881.29009148928,91.29009148928,0,0.20664468775862072,182.78682766631755,0.0,8881.496736177038,8948,Edge_cloud(1),Edge_cloud(1),2900,64
95,295,178.0093096,128.7541561,,17.33645926,completed,8790,8810.71466830088,20.71466830088,0,0.048110624216216216,41.47744722597599,0.0,8810.762778925096,8948,Edge_cloud(3),Edge_cloud(1),3700,64
95,296,3119.29653,917.6237738,"295,294",17.58821877,completed,8790,8937.56490282704,147.56490282704,0,0.8430531162162163,295.9728587702957,8881.498633777037,8938.407955943256,8948,Edge_cloud(3),Edge_cloud(1),3700,64
95,297,4808.064144,723.4485938,,10.63343904,completed,8790,8906.34153388304,116.34153388304001,1.4210854715202004e-14,1.6579531531034482,234.3410209191843,0.0,8907.999487036144,8948,Edge_cloud(2),Edge_cloud(1),2900,32
95,298,4524.053315,407.4311746,,43.17375368,completed,8790,8920.467975872,130.467975872,0,0.0904810663,261.0264328102985,0.0,8920.558456938299,8948,CentralCloud(4),Edge_cloud(1),50000,1000000
96,299,3514.098593,167.0379031,,8.184909936,completed,8940,8966.87069481848,26.87069481848,8.419931418757187e-13,1.2117581355172415,54.9531477724795,0.0,8968.082452953999,9069,Edge_cloud(1),Edge_cloud(3),2900,64
96,300,573.5388624,883.172248,,45.52192615,rejected,8940,,0,0,0,0,0,,9069,,Edge_cloud(3),,
97,301,1443.403785,825.5403092,,14.88991837,rejected,9000,,0,0,0,0,0,,9109,,Edge_cloud(0),,
98,302,1668.277962,724.5043372,,45.07191429,completed,9030,9146.51129742176,116.51129742176002,8.810729923425242e-13,0.5752682627586206,233.59786310628078,0.0,9147.08656568452,9187,Edge_cloud(1),Edge_cloud(1),2900,64
98,303,3839.435283,278.8315769,,39.75021218,completed,9030,9119.316104608,89.31610460799999,3.979039320256561e-13,0.07678870566,178.70899792166165,0.0,9119.392893313661,9187,CentralCloud(4),Edge_cloud(1),50000,1000000
98,304,4031.020978,408.4221711,,29.51738853,completed,9030,9160.785094752,130.78509475200002,5.684341886080802e-14,0.08062041956,261.6508099235598,0.0,9160.86571517156,9187,CentralCloud(4),Edge_cloud(1),50000,1000000
99,305,1987.020003,111.7207699,,33.80403019,completed,9120,9137.97569979992,17.97569979992,0,0.5370324332432432,36.48843203308206,0.0,9138.512732233163,9291,Edge_cloud(3),Edge_cloud(0),3700,64
99,306,2147.631583,197.1491295,,16.96636045,completed,9120,9151.7125800236,31.7125800236,8.206768598029157e-13,0.7405626148275861,64.16572266203002,0.0,9152.45314263843,9291,Edge_cloud(2),Edge_cloud(0),2900,32
99,307,318.0942925,785.1864709,"305,306",29.1372021,completed,9120,9246.26898452072,126.26898452072001,5.400124791776761e-13,0.0859714304054054,252.62394047184716,9152.45516343843,9246.354955951127,9291,Edge_cloud(3),Edge_cloud(0),3700,64
99,308,1516.76992,717.8883317,,15.32774214,completed,9120,9235.44744373736,115.44744373736,0,13.788817454545454,244.68370492926442,0.0,9249.236261191905,9291,Edge_cloud(0),Edge_cloud(0),110,64
99,309,2311.297368,597.5509053,"306,308",20.71136788,completed,9120,9249.238693191905,96.09718557224,33.14150761966454,0.6246749643243243,225.96055372846968,9249.238693191905,9249.86336815623,9291,Edge_cloud(3),Edge_cloud(0),3700,64
